"","card1","card2","card3","card4","card5","winloss"
"2915",10,5,0,10,0,"Loss"
"2916",8,11,0,0,0,"Loss"
"2917",6,2,6,10,0,"Loss"
"2918",10,10,0,0,0,"Push"
"2919",10,10,0,0,0,"Win"
"2920",7,3,10,0,0,"Win"
"2921",8,4,0,6,0,"Loss"
"2922",2,8,4,0,0,"Win"
"2923",11,7,0,0,0,"Win"
"2924",10,9,0,0,0,"Push"
"2925",10,10,0,0,0,"Win"
"2926",10,10,0,0,0,"Win"
"2927",11,8,0,0,0,"Loss"
"2928",6,10,0,9,0,"Loss"
"2929",10,8,0,0,0,"Win"
"2930",10,9,0,0,0,"Loss"
"2931",10,7,0,0,0,"Push"
"2932",8,10,0,0,0,"Push"
"2933",11,10,0,0,0,"Win"
"2934",9,4,0,9,0,"Loss"
"2935",6,10,0,10,0,"Loss"
"2936",10,6,0,0,0,"Win"
"2937",11,9,0,0,0,"Push"
"2938",2,10,0,7,0,"Win"
"2939",10,6,0,2,0,"Win"
"2940",9,8,0,0,0,"Win"
"2941",7,11,0,0,0,"Loss"
"2942",6,8,0,10,0,"Loss"
"2943",10,7,0,0,0,"Loss"
"2944",5,7,0,7,0,"Loss"
"2945",10,9,0,0,0,"Win"
"2946",11,9,0,0,0,"Win"
"2947",3,3,10,0,0,"Loss"
"2948",6,7,0,8,0,"Push"
"2949",1,4,10,0,0,"Loss"
"2950",3,10,0,10,0,"Loss"
"2951",11,8,0,0,0,"Win"
"2952",3,10,0,0,0,"Loss"
"2953",3,7,8,0,0,"Push"
"2954",10,9,0,0,0,"Win"
"2955",10,10,0,0,0,"Loss"
"2956",11,10,0,0,0,"Win"
"2957",2,5,9,3,0,"Win"
"2958",8,11,0,0,0,"Push"
"2959",10,4,0,0,0,"Push"
"2960",10,5,0,0,0,"Win"
"2961",2,10,0,10,0,"Loss"
"2962",2,8,11,0,0,"Win"
"2963",10,2,0,1,0,"Win"
"2964",2,1,10,0,0,"Win"
"2965",7,10,0,0,0,"Win"
"2966",4,7,4,0,0,"Loss"
"2967",4,10,0,9,0,"Loss"
"2968",5,4,4,4,0,"Win"
"2969",3,10,0,0,0,"Loss"
"2970",9,4,0,0,0,"Loss"
"2971",4,10,0,10,0,"Loss"
"2972",11,3,3,0,0,"Push"
"2973",1,1,10,1,0,"Loss"
"2974",10,10,0,0,0,"Loss"
"2975",10,10,0,0,0,"Win"
"2976",6,8,0,10,0,"Loss"
"2977",9,10,0,0,0,"Win"
"2978",3,2,11,0,0,"Loss"
"2979",8,7,0,2,0,"Loss"
"2980",8,7,0,0,0,"Win"
"2981",10,10,0,0,0,"Win"
"2982",2,6,5,10,0,"Loss"
"2983",10,10,0,0,0,"Win"
"2984",4,6,5,10,0,"Loss"
"2985",4,6,5,6,0,"Push"
"2986",8,6,0,4,0,"Push"
"2987",10,10,0,0,0,"Loss"
"2988",7,6,0,0,0,"Win"
"2989",10,11,0,0,0,"Win"
"2990",5,3,10,0,0,"Win"
"2991",8,6,0,1,7,"Loss"
"2992",10,2,0,9,0,"Win"
"2993",11,10,0,0,0,"Win"
"2994",4,4,10,0,0,"Push"
"2995",6,10,0,2,0,"Loss"
"2996",5,11,5,0,0,"Push"
"2997",11,9,0,0,0,"Win"
"2998",3,4,8,0,0,"Loss"
"2999",3,2,10,0,0,"Win"
"3000",2,7,4,0,0,"Win"
"3001",7,2,8,0,0,"Loss"
"3002",5,10,0,3,0,"Push"
"3003",7,10,0,0,0,"Loss"
"3004",9,2,10,0,0,"Win"
"3005",10,2,0,0,0,"Win"
"3006",4,10,0,0,0,"Loss"
"3007",2,3,7,10,0,"Loss"
"3008",7,6,0,10,0,"Loss"
"3009",7,2,10,0,0,"Push"
"3010",4,10,0,10,0,"Loss"
"3011",5,10,0,8,0,"Loss"
"3012",3,5,10,0,0,"Win"
"3013",10,9,0,0,0,"Loss"
"3014",11,2,3,0,0,"Win"
"3015",10,10,0,0,0,"Win"
"3016",7,10,0,0,0,"Win"
"3017",10,3,0,0,0,"Loss"
"3018",10,7,0,0,0,"Loss"
"3019",9,9,0,0,0,"Loss"
"3020",6,7,0,0,0,"Loss"
"3021",2,3,10,0,0,"Loss"
"3022",1,6,5,0,0,"Loss"
"3023",7,6,0,10,0,"Loss"
"3024",10,10,0,0,0,"Win"
"3025",10,4,0,7,0,"Win"
"3026",9,11,0,0,0,"Win"
"3027",10,10,0,0,0,"Loss"
"3028",10,8,0,0,0,"Push"
"3029",9,10,0,0,0,"Win"
"3030",10,9,0,0,0,"Win"
"3031",11,9,0,0,0,"Win"
"3032",8,10,0,0,0,"Win"
"3033",10,10,0,0,0,"Win"
"3034",5,9,0,7,0,"Win"
"3035",8,6,0,2,7,"Loss"
"3036",10,4,0,0,0,"Win"
"3037",7,5,0,10,0,"Loss"
"3038",6,4,10,0,0,"Push"
"3039",4,10,0,0,0,"Loss"
"3040",6,3,3,0,0,"Loss"
"3041",3,1,10,0,0,"Win"
"3042",4,3,4,5,10,"Loss"
"3043",2,9,1,9,0,"Win"
"3044",11,5,4,0,0,"Win"
"3045",5,10,0,2,0,"Loss"
"3046",8,10,0,0,0,"Win"
"3047",11,10,0,0,0,"Win"
"3048",2,10,0,8,0,"Push"
"3049",10,11,0,0,0,"Win"
"3050",7,6,0,2,8,"Loss"
"3051",5,10,0,10,0,"Loss"
"3052",10,7,0,0,0,"Win"
"3053",10,10,0,0,0,"Win"
"3054",10,10,0,0,0,"Win"
"3055",9,10,0,0,0,"Push"
"3056",1,2,9,9,0,"Win"
"3057",4,1,10,0,0,"Loss"
"3058",10,10,0,0,0,"Loss"
"3059",9,5,0,0,0,"Loss"
"3060",10,3,0,9,0,"Loss"
"3061",10,5,0,5,0,"Win"
"3062",10,3,0,9,0,"Loss"
"3063",3,10,0,2,7,"Loss"
"3064",10,6,0,0,0,"Loss"
"3065",8,5,0,0,0,"Loss"
"3066",3,8,10,0,0,"Win"
"3067",11,6,1,0,0,"Win"
"3068",10,10,0,0,0,"Push"
"3069",6,10,0,5,0,"Win"
"3070",11,10,0,0,0,"Win"
"3071",10,11,0,0,0,"Push"
"3072",1,6,6,0,0,"Loss"
"3073",8,4,0,10,0,"Loss"
"3074",10,10,0,0,0,"Win"
"3075",10,8,0,0,0,"Loss"
"3076",4,4,3,8,0,"Loss"
"3077",1,5,10,2,0,"Push"
"3078",2,6,10,0,0,"Win"
"3079",5,2,9,0,0,"Win"
"3080",11,4,1,10,0,"Loss"
"3081",3,10,0,10,0,"Loss"
"3082",10,7,0,0,0,"Loss"
"3083",10,10,0,0,0,"Win"
"3084",5,10,0,10,0,"Loss"
"3085",6,2,2,10,0,"Win"
"3086",4,5,2,3,10,"Loss"
"3087",9,11,0,0,0,"Win"
"3088",10,4,0,0,0,"Win"
"3089",4,10,0,0,0,"Loss"
"3090",4,11,3,0,0,"Win"
"3091",8,10,0,0,0,"Loss"
"3092",10,3,0,0,0,"Win"
"3093",10,5,0,1,8,"Loss"
"3094",4,3,8,0,0,"Win"
"3095",6,4,10,0,0,"Win"
"3096",10,6,0,9,0,"Loss"
"3097",10,7,0,0,0,"Loss"
"3098",10,3,0,3,2,"Loss"
"3099",5,8,0,9,0,"Loss"
"3100",4,11,6,0,0,"Win"
"3101",10,10,0,0,0,"Win"
"3102",10,11,0,0,0,"Win"
"3103",10,11,0,0,0,"Win"
"3104",6,8,0,1,1,"Loss"
"3105",8,10,0,0,0,"Win"
"3106",1,3,10,10,0,"Loss"
"3107",10,11,0,0,0,"Win"
"3108",8,10,0,0,0,"Loss"
"3109",2,4,7,10,0,"Loss"
"3110",10,2,0,0,0,"Loss"
"3111",5,10,0,10,0,"Loss"
"3112",10,10,0,0,0,"Loss"
"3113",6,10,0,0,0,"Win"
"3114",3,5,5,3,10,"Loss"
"3115",3,10,0,5,0,"Win"
"3116",2,9,4,0,0,"Loss"
"3117",10,10,0,0,0,"Win"
"3118",10,10,0,0,0,"Win"
"3119",8,7,0,0,0,"Loss"
"3120",5,10,0,0,0,"Win"
"3121",2,6,11,0,0,"Win"
"3122",10,10,0,0,0,"Win"
"3123",2,9,10,0,0,"Push"
"3124",2,10,0,2,10,"Loss"
"3125",3,10,0,5,0,"Push"
"3126",9,11,0,0,0,"Loss"
"3127",3,5,5,5,0,"Loss"
"3128",5,10,0,7,0,"Loss"
"3129",9,3,0,7,0,"Push"
"3130",3,6,2,9,0,"Win"
"3131",11,10,0,0,0,"Win"
"3132",2,1,10,4,0,"Loss"
"3133",10,11,0,0,0,"Win"
"3134",1,2,10,10,0,"Loss"
"3135",7,9,0,6,0,"Loss"
"3136",11,9,0,0,0,"Win"
"3137",3,3,9,0,0,"Win"
"3138",7,10,0,0,0,"Loss"
"3139",10,10,0,0,0,"Win"
"3140",8,10,0,0,0,"Win"
"3141",10,10,0,0,0,"Win"
"3142",4,10,0,5,0,"Win"
"3143",4,10,0,0,0,"Loss"
"3144",3,8,5,0,0,"Loss"
"3145",2,5,4,3,0,"Loss"
"3146",6,8,0,0,0,"Loss"
"3147",10,3,0,10,0,"Loss"
"3148",7,10,0,0,0,"Win"
"3149",10,11,0,0,0,"Win"
"3150",9,11,0,0,0,"Win"
"3151",10,8,0,0,0,"Push"
"3152",7,10,0,0,0,"Loss"
"3153",10,4,0,0,0,"Win"
"3154",5,11,4,0,0,"Win"
"3155",10,10,0,0,0,"Push"
"3156",2,7,10,0,0,"Push"
"3157",8,6,0,8,0,"Loss"
"3158",3,4,3,9,0,"Loss"
"3159",3,11,1,4,0,"Push"
"3160",9,10,0,0,0,"Win"
"3161",9,5,0,4,0,"Win"
"3162",3,2,11,10,0,"Loss"
"3163",10,5,0,10,0,"Loss"
"3164",1,6,5,5,0,"Win"
"3165",9,9,0,0,0,"Push"
"3166",2,3,3,2,8,"Win"
"3167",5,11,3,0,0,"Win"
"3168",9,6,0,0,0,"Loss"
"3169",9,2,9,0,0,"Win"
"3170",8,9,0,0,0,"Loss"
"3171",6,10,0,7,0,"Loss"
"3172",4,2,10,10,0,"Loss"
"3173",7,10,0,0,0,"Loss"
"3174",10,9,0,0,0,"Win"
"3175",2,8,9,0,0,"Loss"
"3176",3,5,6,0,0,"Loss"
"3177",9,10,0,0,0,"Win"
"3178",10,9,0,0,0,"Loss"
"3179",4,1,10,0,0,"Loss"
"3180",10,5,0,10,0,"Loss"
"3181",2,1,10,9,0,"Loss"
"3182",9,11,0,0,0,"Win"
"3183",3,2,8,3,5,"Win"
"3184",8,9,0,0,0,"Push"
"3185",10,6,0,10,0,"Loss"
"3186",8,3,3,9,0,"Loss"
"3187",10,8,0,0,0,"Win"
"3188",3,2,10,0,0,"Win"
"3189",10,10,0,0,0,"Push"
"3190",10,9,0,0,0,"Win"
"3191",3,2,8,3,3,"Win"
"3192",10,7,0,0,0,"Win"
"3193",2,8,5,0,0,"Win"
"3194",9,10,0,0,0,"Win"
"3195",5,10,0,0,0,"Loss"
"3196",3,11,7,0,0,"Win"
"3197",10,3,0,0,0,"Loss"
"3198",10,3,0,0,0,"Loss"
"3199",4,10,0,4,0,"Win"
"3200",8,8,0,10,0,"Loss"
"3201",10,10,0,0,0,"Win"
"3202",10,10,0,0,0,"Win"
"3203",5,9,0,0,0,"Loss"
"3204",8,5,0,8,0,"Win"
"3205",2,10,0,9,0,"Win"
"3206",4,10,0,2,10,"Loss"
"3207",6,3,6,0,0,"Win"
"3208",2,5,10,0,0,"Loss"
"3209",10,6,0,10,0,"Loss"
"3210",9,10,0,0,0,"Loss"
"3211",2,10,0,9,0,"Win"
"3212",7,10,0,0,0,"Push"
"3213",3,10,0,5,0,"Win"
"3214",2,9,10,0,0,"Win"
"3215",9,8,0,0,0,"Win"
"3216",3,7,5,10,0,"Loss"
"3217",10,9,0,0,0,"Push"
"3218",11,10,0,0,0,"Win"
"3219",6,3,4,0,0,"Win"
"3220",10,10,0,0,0,"Push"
"3221",5,5,5,0,0,"Win"
"3222",2,6,7,2,0,"Loss"
"3223",6,3,2,6,0,"Loss"
"3224",3,10,0,10,0,"Loss"
"3225",9,7,0,8,0,"Loss"
"3226",10,2,0,10,0,"Loss"
"3227",10,10,0,0,0,"Win"
"3228",10,7,0,0,0,"Push"
"3229",9,3,0,8,0,"Win"
"3230",9,2,8,0,0,"Win"
"3231",10,7,0,0,0,"Loss"
"3232",9,4,0,7,0,"Win"
"3233",10,10,0,0,0,"Win"
"3234",2,2,11,2,0,"Win"
"3235",8,10,0,0,0,"Loss"
"3236",4,9,0,5,0,"Loss"
"3237",7,10,0,0,0,"Win"
"3238",10,10,0,0,0,"Win"
"3239",10,10,0,0,0,"Win"
"3240",10,10,0,0,0,"Win"
"3241",10,10,0,0,0,"Win"
"3242",7,11,0,0,0,"Loss"
"3243",10,7,0,0,0,"Loss"
"3244",3,10,0,9,0,"Loss"
"3245",11,7,0,0,0,"Loss"
"3246",2,10,0,2,10,"Loss"
"3247",9,5,0,10,0,"Loss"
"3248",10,10,0,0,0,"Win"
"3249",7,2,9,0,0,"Loss"
"3250",10,10,0,0,0,"Win"
"3251",11,3,4,0,0,"Loss"
"3252",9,10,0,0,0,"Loss"
"3253",10,10,0,0,0,"Win"
"3254",10,2,0,0,0,"Loss"
"3255",2,8,11,0,0,"Push"
"3256",10,7,0,0,0,"Loss"
"3257",2,9,6,0,0,"Loss"
"3258",9,10,0,0,0,"Loss"
"3259",10,6,0,10,0,"Loss"
"3260",7,9,0,0,0,"Win"
"3261",1,1,10,0,0,"Win"
"3262",10,9,0,0,0,"Push"
"3263",10,6,0,0,0,"Win"
"3264",6,7,0,0,0,"Loss"
"3265",5,7,0,10,0,"Loss"
"3266",3,10,0,10,0,"Loss"
"3267",10,2,0,6,0,"Loss"
"3268",7,3,9,0,0,"Win"
"3269",11,10,0,0,0,"Win"
"3270",11,8,0,0,0,"Push"
"3271",2,6,7,6,0,"Win"
"3272",10,11,0,0,0,"Win"
"3273",5,8,0,5,0,"Win"
"3274",5,4,3,9,0,"Win"
"3275",10,8,0,0,0,"Loss"
"3276",10,6,0,10,0,"Loss"
"3277",8,6,0,10,0,"Loss"
"3278",6,10,0,10,0,"Loss"
"3279",11,1,5,0,0,"Loss"
"3280",6,1,10,0,0,"Win"
"3281",9,9,0,0,0,"Loss"
"3282",6,10,0,6,0,"Loss"
"3283",4,10,0,0,0,"Loss"
"3284",10,5,0,4,0,"Loss"
"3285",8,10,0,0,0,"Win"
"3286",3,3,9,8,0,"Loss"
"3287",3,5,11,0,0,"Loss"
"3288",4,10,0,0,0,"Loss"
"3289",8,10,0,0,0,"Win"
"3290",10,5,0,3,0,"Loss"
"3291",9,10,0,0,0,"Push"
"3292",5,9,0,10,0,"Loss"
"3293",1,6,10,0,0,"Loss"
"3294",4,5,9,0,0,"Win"
"3295",4,2,10,10,0,"Loss"
"3296",7,4,8,0,0,"Win"
"3297",11,8,0,0,0,"Loss"
"3298",11,6,1,0,0,"Win"
"3299",10,8,0,0,0,"Push"
"3300",6,8,0,8,0,"Loss"
"3301",7,2,6,0,0,"Win"
"3302",9,10,0,0,0,"Win"
"3303",7,11,0,0,0,"Win"
"3304",10,7,0,0,0,"Win"
"3305",9,10,0,0,0,"Push"
"3306",4,10,0,0,0,"Loss"
"3307",4,2,10,0,0,"Win"
"3308",4,11,1,0,0,"Loss"
"3309",10,10,0,0,0,"Win"
"3310",11,2,2,7,0,"Loss"
"3311",7,8,0,10,0,"Loss"
"3312",2,10,0,7,0,"Win"
"3313",11,10,0,0,0,"Win"
"3314",11,9,0,0,0,"Win"
"3315",7,4,8,0,0,"Win"
"3316",5,1,8,10,0,"Loss"
"3317",5,11,3,0,0,"Loss"
"3318",7,10,0,0,0,"Win"
"3319",10,10,0,0,0,"Win"
"3320",8,6,0,0,0,"Loss"
"3321",5,5,10,0,0,"Win"
"3322",7,6,0,9,0,"Loss"
"3323",6,4,10,0,0,"Win"
"3324",10,7,0,0,0,"Push"
"3325",2,10,0,0,0,"Win"
"3326",10,3,0,0,0,"Win"
"3327",9,11,0,0,0,"Win"
"3328",10,2,0,10,0,"Loss"
"3329",6,4,6,10,0,"Loss"
"3330",10,10,0,0,0,"Win"
"3331",8,10,0,0,0,"Loss"
"3332",9,9,0,0,0,"Loss"
"3333",10,6,0,0,0,"Win"
"3334",10,4,0,8,0,"Loss"
"3335",11,10,0,0,0,"Win"
"3336",2,11,7,0,0,"Win"
"3337",10,10,0,0,0,"Win"
"3338",8,3,3,10,0,"Loss"
"3339",10,10,0,0,0,"Win"
"3340",1,6,10,0,0,"Win"
"3341",10,11,0,0,0,"Push"
"3342",8,5,0,0,0,"Loss"
"3343",5,7,0,9,0,"Win"
"3344",4,9,0,0,0,"Loss"
"3345",4,4,10,0,0,"Win"
"3346",3,4,10,0,0,"Loss"
"3347",10,10,0,0,0,"Loss"
"3348",3,10,0,0,0,"Win"
"3349",10,8,0,0,0,"Push"
"3350",3,8,3,7,0,"Win"
"3351",6,3,2,9,0,"Win"
"3352",3,4,10,0,0,"Loss"
"3353",10,3,0,7,0,"Push"
"3354",7,2,10,0,0,"Loss"
"3355",7,2,4,4,0,"Loss"
"3356",10,8,0,0,0,"Push"
"3357",7,10,0,0,0,"Loss"
"3358",10,3,0,10,0,"Loss"
"3359",10,10,0,0,0,"Win"
"3360",10,9,0,0,0,"Win"
"3361",10,10,0,0,0,"Push"
"3362",9,10,0,0,0,"Win"
"3363",5,9,0,10,0,"Loss"
"3364",8,9,0,0,0,"Loss"
"3365",7,7,0,3,0,"Loss"
"3366",6,3,8,0,0,"Loss"
"3367",10,10,0,0,0,"Push"
"3368",7,2,5,7,0,"Win"
"3369",5,6,6,0,0,"Loss"
"3370",10,7,0,0,0,"Loss"
"3371",3,9,0,7,0,"Loss"
"3372",9,4,0,0,0,"Win"
"3373",8,10,0,0,0,"Win"
"3374",10,3,0,10,0,"Loss"
"3375",11,10,0,0,0,"Push"
"3376",10,6,0,10,0,"Loss"
"3377",5,10,0,5,0,"Win"
"3378",8,5,0,0,0,"Win"
"3379",4,10,0,0,0,"Win"
"3380",7,9,0,7,0,"Loss"
"3381",5,6,10,0,0,"Push"
"3382",5,7,0,2,10,"Loss"
"3383",2,10,0,7,0,"Loss"
"3384",8,10,0,0,0,"Win"
"3385",10,7,0,0,0,"Win"
"3386",2,8,7,0,0,"Loss"
"3387",10,10,0,0,0,"Win"
"3388",11,5,5,0,0,"Win"
"3389",10,10,0,0,0,"Win"
"3390",5,1,7,1,8,"Loss"
"3391",10,10,0,0,0,"Win"
"3392",10,9,0,0,0,"Win"
"3393",9,5,0,0,0,"Win"
"3394",11,10,0,0,0,"Win"
"3395",10,10,0,0,0,"Win"
"3396",10,9,0,0,0,"Win"
"3397",6,10,0,0,0,"Win"
"3398",2,10,0,1,8,"Win"
"3399",8,10,0,0,0,"Win"
"3400",8,7,0,0,0,"Loss"
"3401",8,4,0,10,0,"Loss"
"3402",9,7,0,8,0,"Loss"
"3403",5,6,10,0,0,"Win"
"3404",4,10,0,0,0,"Loss"
"3405",2,10,0,0,0,"Loss"
"3406",2,10,0,5,0,"Win"
"3407",8,10,0,0,0,"Win"
"3408",11,9,0,0,0,"Push"
"3409",11,9,0,0,0,"Loss"
"3410",5,9,0,1,4,"Loss"
"3411",8,9,0,0,0,"Loss"
"3412",10,10,0,0,0,"Push"
"3413",10,9,0,0,0,"Win"
"3414",10,11,0,0,0,"Push"
"3415",10,11,0,0,0,"Win"
"3416",11,7,0,0,0,"Loss"
"3417",10,6,0,9,0,"Loss"
"3418",9,4,0,7,0,"Win"
"3419",10,8,0,0,0,"Push"
"3420",10,10,0,0,0,"Win"
"3421",7,6,0,5,0,"Win"
"3422",10,7,0,0,0,"Win"
"3423",10,10,0,0,0,"Win"
"3424",7,10,0,0,0,"Push"
"3425",10,2,0,10,0,"Loss"
"3426",6,6,0,0,0,"Loss"
"3427",8,9,0,0,0,"Push"
"3428",10,10,0,0,0,"Win"
"3429",4,6,10,0,0,"Win"
"3430",2,6,5,0,0,"Loss"
"3431",2,6,4,9,0,"Push"
"3432",2,6,9,0,0,"Loss"
"3433",9,6,0,10,0,"Loss"
"3434",3,10,0,2,10,"Loss"
"3435",5,10,0,10,0,"Loss"
"3436",10,2,0,10,0,"Loss"
"3437",3,8,1,10,0,"Loss"
"3438",8,10,0,0,0,"Push"
"3439",10,5,0,8,0,"Loss"
"3440",11,7,0,0,0,"Win"
"3441",6,9,0,0,0,"Win"
"3442",10,5,0,7,0,"Loss"
"3443",8,9,0,0,0,"Push"
"3444",8,3,4,9,0,"Loss"
"3445",3,6,10,0,0,"Push"
"3446",10,5,0,0,0,"Win"
"3447",4,9,0,0,0,"Loss"
"3448",3,10,0,0,0,"Loss"
"3449",10,2,0,0,0,"Win"
"3450",3,10,0,0,0,"Win"
"3451",2,3,3,10,0,"Push"
"3452",3,2,11,10,0,"Loss"
"3453",3,6,9,0,0,"Loss"
"3454",10,10,0,0,0,"Win"
"3455",10,2,0,10,0,"Loss"
"3456",6,6,0,1,5,"Loss"
"3457",11,5,1,0,0,"Loss"
"3458",10,6,0,6,0,"Loss"
"3459",2,6,11,0,0,"Win"
"3460",2,11,4,0,0,"Loss"
"3461",2,2,4,3,3,"Win"
"3462",7,11,0,0,0,"Win"
"3463",11,10,0,0,0,"Win"
"3464",2,5,5,6,0,"Loss"
"3465",5,8,0,8,0,"Push"
"3466",4,10,0,0,0,"Loss"
"3467",10,7,0,0,0,"Loss"
"3468",10,11,0,0,0,"Win"
"3469",10,7,0,0,0,"Win"
"3470",9,3,0,0,0,"Win"
"3471",4,8,0,6,0,"Push"
"3472",10,10,0,0,0,"Loss"
"3473",10,9,0,0,0,"Win"
"3474",8,7,0,0,0,"Loss"
"3475",8,7,0,0,0,"Win"
"3476",8,6,0,10,0,"Loss"
"3477",4,10,0,0,0,"Loss"
"3478",4,10,0,0,0,"Loss"
"3479",8,10,0,0,0,"Loss"
"3480",8,10,0,0,0,"Win"
"3481",10,2,0,9,0,"Win"
"3482",10,11,0,0,0,"Win"
"3483",4,10,0,3,0,"Win"
"3484",11,4,2,0,0,"Loss"
"3485",8,10,0,0,0,"Win"
"3486",10,10,0,0,0,"Win"
"3487",8,2,6,8,0,"Loss"
"3488",8,2,10,0,0,"Push"
"3489",6,6,0,0,0,"Loss"
"3490",10,6,0,10,0,"Loss"
"3491",2,10,0,3,10,"Loss"
"3492",10,9,0,0,0,"Win"
"3493",10,8,0,0,0,"Loss"
"3494",10,6,0,0,0,"Loss"
"3495",9,10,0,0,0,"Loss"
"3496",3,6,5,2,10,"Loss"
"3497",4,2,6,0,0,"Win"
"3498",11,2,4,0,0,"Loss"
"3499",10,3,0,5,0,"Win"
"3500",2,9,3,9,0,"Loss"
"3501",7,10,0,0,0,"Win"
"3502",10,4,0,9,0,"Loss"
"3503",10,7,0,0,0,"Win"
"3504",3,10,0,0,0,"Loss"
"3505",11,1,9,0,0,"Push"
"3506",5,10,0,5,0,"Win"
"3507",10,9,0,0,0,"Push"
"3508",3,5,9,0,0,"Loss"
"3509",3,4,10,0,0,"Push"
"3510",10,10,0,0,0,"Win"
"3511",10,10,0,0,0,"Win"
"3512",10,2,0,7,0,"Loss"
"3513",4,6,8,0,0,"Loss"
"3514",10,9,0,0,0,"Win"
"3515",5,10,0,0,0,"Loss"
"3516",10,10,0,0,0,"Win"
"3517",3,3,5,9,0,"Win"
"3518",1,5,10,6,0,"Loss"
"3519",10,10,0,0,0,"Win"
"3520",9,10,0,0,0,"Loss"
"3521",4,10,0,6,0,"Win"
"3522",3,9,0,0,0,"Loss"
"3523",5,9,0,1,9,"Loss"
"3524",2,10,0,10,0,"Loss"
"3525",10,2,0,10,0,"Loss"
"3526",10,7,0,0,0,"Loss"
"3527",10,10,0,0,0,"Win"
"3528",5,4,8,0,0,"Loss"
"3529",3,10,0,5,0,"Loss"
"3530",10,3,0,8,0,"Win"
"3531",8,10,0,0,0,"Win"
"3532",10,10,0,0,0,"Win"
"3533",8,6,0,8,0,"Loss"
"3534",2,10,0,0,0,"Win"
"3535",1,1,10,4,0,"Loss"
"3536",4,6,4,9,0,"Loss"
"3537",6,10,0,0,0,"Loss"
"3538",8,2,11,0,0,"Win"
"3539",10,11,0,0,0,"Win"
"3540",10,3,0,0,0,"Loss"
"3541",4,10,0,0,0,"Loss"
"3542",2,4,6,3,10,"Loss"
"3543",10,2,0,0,0,"Win"
"3544",5,10,0,10,0,"Loss"
"3545",10,6,0,0,0,"Loss"
"3546",9,11,0,0,0,"Win"
"3547",7,10,0,0,0,"Loss"
"3548",9,4,0,0,0,"Loss"
"3549",3,4,10,0,0,"Win"
"3550",10,10,0,0,0,"Win"
"3551",3,4,8,0,0,"Loss"
"3552",11,2,1,5,0,"Loss"
"3553",3,10,0,0,0,"Loss"
"3554",10,6,0,0,0,"Loss"
"3555",11,10,0,0,0,"Win"
"3556",3,10,0,8,0,"Win"
"3557",7,10,0,0,0,"Win"
"3558",10,10,0,0,0,"Push"
"3559",6,8,0,0,0,"Loss"
"3560",10,11,0,0,0,"Win"
"3561",10,6,0,5,0,"Win"
"3562",5,10,0,0,0,"Loss"
"3563",7,11,0,0,0,"Win"
"3564",10,11,0,0,0,"Push"
"3565",9,3,0,10,0,"Loss"
"3566",2,5,5,4,7,"Loss"
"3567",7,10,0,0,0,"Loss"
"3568",8,9,0,0,0,"Push"
"3569",8,10,0,0,0,"Loss"
"3570",10,11,0,0,0,"Win"
"3571",6,2,11,0,0,"Loss"
"3572",10,10,0,0,0,"Win"
"3573",2,11,6,0,0,"Win"
"3574",3,9,0,0,0,"Loss"
"3575",10,8,0,0,0,"Loss"
"3576",10,10,0,0,0,"Push"
"3577",3,8,4,4,0,"Loss"
"3578",6,4,4,7,0,"Win"
"3579",6,1,5,10,0,"Loss"
"3580",8,10,0,0,0,"Win"
"3581",5,1,7,9,0,"Loss"
"3582",2,2,6,10,0,"Win"
"3583",7,10,0,0,0,"Win"
"3584",10,9,0,0,0,"Win"
"3585",10,9,0,0,0,"Loss"
"3586",10,10,0,0,0,"Loss"
"3587",9,5,0,10,0,"Loss"
"3588",9,8,0,0,0,"Loss"
"3589",1,5,8,3,0,"Loss"
"3590",9,4,0,0,0,"Loss"
"3591",11,4,5,0,0,"Win"
"3592",10,9,0,0,0,"Win"
"3593",7,10,0,0,0,"Win"
"3594",11,1,3,0,0,"Win"
"3595",10,6,0,10,0,"Loss"
"3596",3,10,0,8,0,"Win"
"3597",10,5,0,10,0,"Loss"
"3598",1,3,9,0,0,"Loss"
"3599",11,8,0,0,0,"Push"
"3600",11,10,0,0,0,"Win"
"3601",10,10,0,0,0,"Win"
"3602",4,1,7,0,0,"Win"
"3603",3,3,4,5,10,"Loss"
"3604",7,10,0,0,0,"Push"
"3605",9,10,0,0,0,"Win"
"3606",10,7,0,0,0,"Loss"
"3607",3,8,5,10,0,"Loss"
"3608",10,3,0,10,0,"Loss"
"3609",7,7,0,5,0,"Push"
"3610",4,10,0,3,0,"Win"
"3611",8,3,1,10,0,"Loss"
"3612",1,3,10,6,0,"Win"
"3613",6,7,0,10,0,"Loss"
"3614",7,7,0,0,0,"Win"
"3615",5,10,0,0,0,"Win"
"3616",9,10,0,0,0,"Win"
"3617",3,9,0,10,0,"Loss"
"3618",2,7,11,0,0,"Push"
"3619",6,10,0,0,0,"Win"
"3620",10,11,0,0,0,"Win"
"3621",8,5,0,10,0,"Loss"
"3622",6,11,1,0,0,"Loss"
"3623",9,6,0,1,2,"Win"
"3624",9,8,0,0,0,"Win"
"3625",5,8,0,0,0,"Loss"
"3626",4,3,5,2,0,"Loss"
"3627",2,1,9,8,0,"Push"
"3628",10,3,0,0,0,"Loss"
"3629",11,9,0,0,0,"Win"
"3630",9,10,0,0,0,"Win"
"3631",6,7,0,0,0,"Win"
"3632",7,11,0,0,0,"Push"
