"","card1","card2","card3","card4","card5","winloss"
"1480",3,5,7,10,0,"Loss"
"1481",3,8,6,0,0,"Loss"
"1482",7,10,0,0,0,"Loss"
"1483",4,10,0,7,0,"Win"
"1484",5,10,0,0,0,"Win"
"1485",2,11,5,0,0,"Push"
"1486",5,5,7,0,0,"Win"
"1487",9,10,0,0,0,"Win"
"1488",10,10,0,0,0,"Loss"
"1489",7,8,0,10,0,"Loss"
"1490",10,10,0,0,0,"Win"
"1491",10,10,0,0,0,"Win"
"1492",6,10,0,0,0,"Loss"
"1493",6,4,6,4,0,"Win"
"1494",6,5,7,0,0,"Loss"
"1495",9,10,0,0,0,"Win"
"1496",10,8,0,0,0,"Win"
"1497",10,10,0,0,0,"Loss"
"1498",10,8,0,0,0,"Win"
"1499",10,9,0,0,0,"Push"
"1500",4,11,5,0,0,"Win"
"1501",4,7,4,0,0,"Loss"
"1502",9,6,0,3,0,"Win"
"1503",10,10,0,0,0,"Loss"
"1504",5,3,10,0,0,"Loss"
"1505",10,10,0,0,0,"Push"
"1506",10,10,0,0,0,"Push"
"1507",8,8,0,5,0,"Win"
"1508",10,6,0,0,0,"Loss"
"1509",2,10,0,2,10,"Loss"
"1510",4,4,3,10,0,"Win"
"1511",4,10,0,0,0,"Loss"
"1512",5,6,9,0,0,"Win"
"1513",10,4,0,8,0,"Loss"
"1514",10,3,0,1,1,"Loss"
"1515",7,11,0,0,0,"Loss"
"1516",4,10,0,0,0,"Loss"
"1517",10,5,0,0,0,"Loss"
"1518",10,10,0,0,0,"Win"
"1519",10,5,0,0,0,"Win"
"1520",4,8,0,10,0,"Loss"
"1521",2,5,10,0,0,"Push"
"1522",7,11,0,0,0,"Win"
"1523",6,3,3,0,0,"Win"
"1524",3,10,0,0,0,"Loss"
"1525",4,5,5,0,0,"Loss"
"1526",6,10,0,0,0,"Loss"
"1527",5,10,0,8,0,"Loss"
"1528",10,3,0,0,0,"Loss"
"1529",5,6,1,0,0,"Win"
"1530",9,10,0,0,0,"Push"
"1531",10,10,0,0,0,"Win"
"1532",10,6,0,0,0,"Win"
"1533",6,7,0,10,0,"Loss"
"1534",6,5,10,0,0,"Win"
"1535",3,1,10,10,0,"Loss"
"1536",5,7,0,4,2,"Loss"
"1537",3,2,11,0,0,"Loss"
"1538",10,11,0,0,0,"Win"
"1539",10,9,0,0,0,"Push"
"1540",10,8,0,0,0,"Loss"
"1541",10,10,0,0,0,"Win"
"1542",8,4,0,10,0,"Loss"
"1543",11,10,0,0,0,"Win"
"1544",10,10,0,0,0,"Win"
"1545",10,10,0,0,0,"Win"
"1546",4,10,0,0,0,"Loss"
"1547",10,8,0,0,0,"Win"
"1548",2,11,4,0,0,"Push"
"1549",5,10,0,0,0,"Loss"
"1550",8,5,0,10,0,"Loss"
"1551",9,10,0,0,0,"Win"
"1552",3,11,7,0,0,"Win"
"1553",6,6,0,8,0,"Win"
"1554",10,10,0,0,0,"Win"
"1555",4,1,10,4,0,"Win"
"1556",1,1,10,9,0,"Push"
"1557",10,9,0,0,0,"Win"
"1558",6,10,0,0,0,"Loss"
"1559",6,2,4,3,0,"Loss"
"1560",4,4,4,0,0,"Loss"
"1561",11,9,0,0,0,"Loss"
"1562",10,10,0,0,0,"Win"
"1563",9,10,0,0,0,"Push"
"1564",10,8,0,0,0,"Win"
"1565",4,10,0,6,0,"Win"
"1566",4,9,0,0,0,"Win"
"1567",7,7,0,0,0,"Loss"
"1568",8,11,0,0,0,"Win"
"1569",7,7,0,10,0,"Loss"
"1570",8,8,0,8,0,"Loss"
"1571",7,6,0,10,0,"Loss"
"1572",9,2,7,0,0,"Win"
"1573",4,10,0,0,0,"Loss"
"1574",9,8,0,0,0,"Win"
"1575",10,5,0,8,0,"Loss"
"1576",7,10,0,0,0,"Push"
"1577",10,8,0,0,0,"Win"
"1578",10,10,0,0,0,"Push"
"1579",3,10,0,3,10,"Loss"
"1580",10,2,0,7,0,"Loss"
"1581",10,9,0,0,0,"Win"
"1582",6,10,0,0,0,"Win"
"1583",3,8,2,9,0,"Loss"
"1584",11,10,0,0,0,"Win"
"1585",10,11,0,0,0,"Win"
"1586",3,10,0,0,0,"Win"
"1587",10,6,0,1,0,"Loss"
"1588",9,7,0,10,0,"Loss"
"1589",5,6,4,0,0,"Loss"
"1590",2,4,3,6,0,"Loss"
"1591",3,6,2,1,2,"Loss"
"1592",10,7,0,0,0,"Loss"
"1593",10,10,0,0,0,"Win"
"1594",10,2,0,10,0,"Loss"
"1595",10,7,0,0,0,"Loss"
"1596",10,6,0,7,0,"Loss"
"1597",10,11,0,0,0,"Win"
"1598",5,3,7,8,0,"Loss"
"1599",11,10,0,0,0,"Push"
"1600",9,10,0,0,0,"Win"
"1601",2,10,0,7,0,"Push"
"1602",2,11,2,9,0,"Loss"
"1603",3,9,0,6,0,"Win"
"1604",11,10,0,0,0,"Win"
"1605",6,10,0,0,0,"Loss"
"1606",10,2,0,5,0,"Loss"
"1607",7,10,0,0,0,"Loss"
"1608",3,2,5,1,4,"Win"
"1609",9,11,0,0,0,"Win"
"1610",2,3,11,10,0,"Loss"
"1611",2,3,9,3,0,"Loss"
"1612",10,6,0,10,0,"Loss"
"1613",5,9,0,2,10,"Loss"
"1614",6,10,0,8,0,"Loss"
"1615",8,6,0,0,0,"Win"
"1616",10,4,0,2,10,"Loss"
"1617",9,10,0,0,0,"Push"
"1618",10,3,0,0,0,"Loss"
"1619",2,10,0,0,0,"Loss"
"1620",8,9,0,0,0,"Win"
"1621",11,10,0,0,0,"Win"
"1622",3,5,9,0,0,"Loss"
"1623",6,3,8,0,0,"Push"
"1624",11,9,0,0,0,"Win"
"1625",6,6,0,8,0,"Win"
"1626",2,2,10,5,0,"Push"
"1627",4,6,7,0,0,"Push"
"1628",6,11,4,0,0,"Win"
"1629",8,4,0,10,0,"Loss"
"1630",6,4,8,0,0,"Loss"
"1631",10,2,0,8,0,"Loss"
"1632",10,3,0,4,0,"Push"
"1633",10,4,0,2,2,"Loss"
"1634",6,10,0,10,0,"Loss"
"1635",6,1,9,0,0,"Loss"
"1636",2,5,4,8,0,"Win"
"1637",3,8,3,7,0,"Win"
"1638",4,2,10,4,0,"Win"
"1639",10,9,0,0,0,"Win"
"1640",4,5,5,0,0,"Loss"
"1641",3,2,10,0,0,"Loss"
"1642",4,9,0,0,0,"Loss"
"1643",4,10,0,10,0,"Loss"
"1644",7,10,0,0,0,"Loss"
"1645",10,3,0,0,0,"Loss"
"1646",7,6,0,6,0,"Win"
"1647",10,9,0,0,0,"Push"
"1648",3,8,8,0,0,"Win"
"1649",10,10,0,0,0,"Win"
"1650",11,2,8,0,0,"Win"
"1651",3,6,10,0,0,"Win"
"1652",6,7,0,8,0,"Win"
"1653",10,5,0,1,6,"Loss"
"1654",4,11,6,0,0,"Win"
"1655",6,10,0,6,0,"Loss"
"1656",9,10,0,0,0,"Win"
"1657",10,10,0,0,0,"Push"
"1658",10,7,0,0,0,"Win"
"1659",6,10,0,0,0,"Win"
"1660",11,7,0,0,0,"Loss"
"1661",10,6,0,0,0,"Loss"
"1662",2,1,10,1,6,"Win"
"1663",4,4,10,0,0,"Loss"
"1664",10,10,0,0,0,"Win"
"1665",4,9,0,6,0,"Win"
"1666",10,11,0,0,0,"Win"
"1667",9,3,0,1,6,"Win"
"1668",2,4,4,10,0,"Win"
"1669",10,8,0,0,0,"Loss"
"1670",7,5,0,3,8,"Loss"
"1671",6,2,9,0,0,"Loss"
"1672",7,6,0,0,0,"Win"
"1673",10,8,0,0,0,"Win"
"1674",10,10,0,0,0,"Win"
"1675",11,7,0,0,0,"Push"
"1676",11,3,2,0,0,"Win"
"1677",10,10,0,0,0,"Win"
"1678",4,1,9,3,0,"Win"
"1679",2,2,3,1,9,"Loss"
"1680",10,9,0,0,0,"Push"
"1681",7,10,0,0,0,"Push"
"1682",6,10,0,0,0,"Loss"
"1683",10,6,0,10,0,"Loss"
"1684",6,1,7,8,0,"Loss"
"1685",9,4,0,10,0,"Loss"
"1686",11,9,0,0,0,"Win"
"1687",10,2,0,10,0,"Loss"
"1688",2,8,9,0,0,"Win"
"1689",3,4,9,4,0,"Push"
"1690",9,4,0,0,0,"Loss"
"1691",4,4,2,4,7,"Win"
"1692",10,6,0,0,0,"Loss"
"1693",4,7,2,7,0,"Win"
"1694",9,7,0,8,0,"Loss"
"1695",10,10,0,0,0,"Win"
"1696",4,2,10,0,0,"Loss"
"1697",11,9,0,0,0,"Win"
"1698",7,10,0,0,0,"Win"
"1699",10,10,0,0,0,"Win"
"1700",2,5,8,9,0,"Loss"
"1701",10,7,0,0,0,"Loss"
"1702",4,4,8,3,0,"Loss"
"1703",3,9,0,6,0,"Win"
"1704",2,10,0,2,10,"Loss"
"1705",10,10,0,0,0,"Push"
"1706",7,10,0,0,0,"Loss"
"1707",10,2,0,10,0,"Loss"
"1708",2,11,7,0,0,"Win"
"1709",10,6,0,0,0,"Loss"
"1710",8,10,0,0,0,"Win"
"1711",9,3,0,5,0,"Loss"
"1712",5,6,5,5,0,"Push"
"1713",2,8,7,0,0,"Loss"
"1714",4,9,0,0,0,"Loss"
"1715",4,8,0,7,0,"Loss"
"1716",10,2,0,6,0,"Win"
"1717",6,2,10,0,0,"Push"
"1718",8,9,0,0,0,"Loss"
"1719",6,4,10,0,0,"Win"
"1720",4,4,9,0,0,"Push"
"1721",10,10,0,0,0,"Win"
"1722",8,10,0,0,0,"Win"
"1723",10,8,0,0,0,"Loss"
"1724",10,6,0,0,0,"Loss"
"1725",10,11,0,0,0,"Win"
"1726",10,6,0,1,0,"Loss"
"1727",5,4,10,0,0,"Loss"
"1728",2,10,0,9,0,"Win"
"1729",4,8,0,0,0,"Loss"
"1730",8,3,10,0,0,"Win"
"1731",3,4,3,10,0,"Win"
"1732",2,10,0,4,10,"Loss"
"1733",4,10,0,6,0,"Loss"
"1734",10,9,0,0,0,"Win"
"1735",10,10,0,0,0,"Win"
"1736",3,8,10,0,0,"Win"
"1737",10,11,0,0,0,"Win"
"1738",2,10,0,0,0,"Win"
"1739",6,3,11,0,0,"Win"
"1740",2,2,10,5,0,"Win"
"1741",10,10,0,0,0,"Win"
"1742",10,10,0,0,0,"Win"
"1743",5,10,0,0,0,"Loss"
"1744",10,3,0,8,0,"Win"
"1745",11,9,0,0,0,"Loss"
"1746",7,7,0,4,0,"Loss"
"1747",3,8,7,0,0,"Loss"
"1748",10,8,0,0,0,"Loss"
"1749",10,2,0,10,0,"Loss"
"1750",10,11,0,0,0,"Win"
"1751",9,8,0,0,0,"Push"
"1752",3,8,10,0,0,"Win"
"1753",4,5,10,0,0,"Push"
"1754",10,6,0,2,0,"Win"
"1755",4,4,7,2,0,"Loss"
"1756",10,10,0,0,0,"Win"
"1757",10,10,0,0,0,"Win"
"1758",5,5,5,0,0,"Win"
"1759",10,5,0,10,0,"Loss"
"1760",10,8,0,0,0,"Win"
"1761",7,10,0,0,0,"Push"
"1762",7,5,0,4,1,"Win"
"1763",10,9,0,0,0,"Loss"
"1764",6,4,11,0,0,"Push"
"1765",10,7,0,0,0,"Loss"
"1766",10,5,0,8,0,"Loss"
"1767",2,2,2,9,8,"Loss"
"1768",5,2,10,0,0,"Loss"
"1769",4,11,6,0,0,"Win"
"1770",2,6,2,7,0,"Loss"
"1771",10,3,0,10,0,"Loss"
"1772",2,8,7,0,0,"Loss"
"1773",11,10,0,0,0,"Win"
"1774",10,7,0,0,0,"Loss"
"1775",6,5,9,0,0,"Win"
"1776",10,5,0,8,0,"Loss"
"1777",8,10,0,0,0,"Loss"
"1778",10,6,0,0,0,"Loss"
"1779",4,9,0,3,6,"Loss"
"1780",6,10,0,10,0,"Loss"
"1781",6,7,0,0,0,"Win"
"1782",9,4,0,6,0,"Win"
"1783",7,11,0,0,0,"Win"
"1784",1,6,7,0,0,"Loss"
"1785",7,5,0,7,0,"Win"
"1786",7,10,0,0,0,"Win"
"1787",10,10,0,0,0,"Win"
"1788",10,6,0,7,0,"Loss"
"1789",3,9,0,0,0,"Loss"
"1790",1,2,10,0,0,"Loss"
"1791",10,5,0,0,0,"Loss"
"1792",9,11,0,0,0,"Win"
"1793",6,1,6,2,2,"Loss"
"1794",4,3,10,0,0,"Loss"
"1795",8,2,10,0,0,"Win"
"1796",3,11,4,0,0,"Push"
"1797",10,10,0,0,0,"Win"
"1798",10,11,0,0,0,"Win"
"1799",8,6,0,10,0,"Loss"
"1800",9,10,0,0,0,"Win"
"1801",4,10,0,3,0,"Loss"
"1802",5,10,0,0,0,"Win"
"1803",8,11,0,0,0,"Loss"
"1804",2,4,10,0,0,"Win"
"1805",10,7,0,0,0,"Win"
"1806",4,11,3,0,0,"Loss"
"1807",6,8,0,2,4,"Loss"
"1808",10,10,0,0,0,"Win"
"1809",7,4,5,0,0,"Win"
"1810",2,7,2,10,0,"Win"
"1811",11,10,0,0,0,"Win"
"1812",3,9,0,8,0,"Push"
"1813",10,10,0,0,0,"Win"
"1814",11,10,0,0,0,"Win"
"1815",7,3,9,0,0,"Push"
"1816",10,10,0,0,0,"Push"
"1817",6,1,10,0,0,"Loss"
"1818",3,2,5,10,0,"Win"
"1819",7,10,0,0,0,"Win"
"1820",8,10,0,0,0,"Win"
"1821",10,10,0,0,0,"Push"
"1822",8,7,0,1,10,"Loss"
"1823",2,4,6,7,0,"Win"
"1824",3,10,0,0,0,"Loss"
"1825",10,10,0,0,0,"Win"
"1826",4,11,2,0,0,"Push"
"1827",10,8,0,0,0,"Loss"
"1828",10,10,0,0,0,"Loss"
"1829",9,10,0,0,0,"Loss"
"1830",10,4,0,0,0,"Loss"
"1831",9,10,0,0,0,"Push"
"1832",8,2,10,0,0,"Win"
"1833",10,2,0,7,0,"Win"
"1834",3,3,6,8,0,"Push"
"1835",10,5,0,8,0,"Loss"
"1836",2,8,10,0,0,"Loss"
"1837",9,3,0,0,0,"Win"
"1838",10,7,0,0,0,"Win"
"1839",7,5,0,10,0,"Loss"
"1840",11,10,0,0,0,"Win"
"1841",10,4,0,10,0,"Loss"
"1842",4,7,7,0,0,"Loss"
"1843",9,2,5,4,0,"Win"
"1844",8,7,0,0,0,"Loss"
"1845",6,6,0,0,0,"Win"
"1846",9,5,0,7,0,"Win"
"1847",6,8,0,10,0,"Loss"
"1848",10,2,0,3,10,"Loss"
"1849",6,8,0,0,0,"Loss"
"1850",3,9,0,10,0,"Loss"
"1851",2,8,11,0,0,"Win"
"1852",8,5,0,10,0,"Loss"
"1853",10,2,0,2,7,"Win"
"1854",6,6,0,6,0,"Loss"
"1855",9,4,0,1,10,"Loss"
"1856",10,4,0,10,0,"Loss"
"1857",10,8,0,0,0,"Win"
"1858",10,5,0,5,0,"Win"
"1859",4,10,0,0,0,"Win"
"1860",1,2,10,7,0,"Push"
"1861",9,9,0,0,0,"Loss"
"1862",10,8,0,0,0,"Loss"
"1863",3,8,10,0,0,"Win"
"1864",10,9,0,0,0,"Loss"
"1865",7,5,0,10,0,"Loss"
"1866",10,7,0,0,0,"Win"
"1867",10,6,0,10,0,"Loss"
"1868",5,8,0,0,0,"Loss"
"1869",8,8,0,6,0,"Loss"
"1870",10,4,0,0,0,"Loss"
"1871",10,6,0,0,0,"Loss"
"1872",6,10,0,0,0,"Loss"
"1873",6,6,0,2,9,"Loss"
"1874",11,5,2,0,0,"Loss"
"1875",11,1,4,2,0,"Win"
"1876",6,10,0,2,0,"Loss"
"1877",8,9,0,0,0,"Win"
"1878",4,5,3,7,0,"Loss"
"1879",10,8,0,0,0,"Win"
"1880",11,10,0,0,0,"Win"
"1881",10,8,0,0,0,"Win"
"1882",3,8,10,0,0,"Win"
"1883",6,10,0,2,0,"Loss"
"1884",6,6,0,4,2,"Loss"
"1885",10,4,0,1,1,"Loss"
"1886",2,4,4,1,10,"Win"
"1887",9,2,1,7,0,"Win"
"1888",10,10,0,0,0,"Win"
"1889",8,6,0,10,0,"Loss"
"1890",10,4,0,4,0,"Loss"
"1891",2,6,5,0,0,"Win"
"1892",5,3,4,1,5,"Win"
"1893",6,5,3,0,0,"Loss"
"1894",6,7,0,0,0,"Win"
"1895",5,4,10,0,0,"Win"
"1896",10,7,0,0,0,"Loss"
"1897",10,5,0,0,0,"Loss"
"1898",11,10,0,0,0,"Win"
"1899",3,10,0,9,0,"Loss"
"1900",5,2,5,6,0,"Loss"
"1901",9,10,0,0,0,"Win"
"1902",3,10,0,0,0,"Win"
"1903",9,9,0,0,0,"Loss"
"1904",10,5,0,0,0,"Loss"
"1905",2,4,7,0,0,"Win"
"1906",4,11,3,0,0,"Win"
"1907",8,3,1,4,1,"Win"
"1908",9,10,0,0,0,"Win"
"1909",10,8,0,0,0,"Loss"
"1910",4,6,8,0,0,"Loss"
"1911",2,6,5,0,0,"Win"
"1912",2,10,0,4,7,"Loss"
"1913",2,3,6,5,0,"Win"
"1914",7,5,0,5,0,"Win"
"1915",2,11,6,0,0,"Win"
"1916",10,2,0,10,0,"Loss"
"1917",2,4,5,2,10,"Loss"
"1918",10,8,0,0,0,"Win"
"1919",1,5,10,4,0,"Loss"
"1920",3,10,0,9,0,"Loss"
"1921",2,7,10,0,0,"Loss"
"1922",4,8,0,0,0,"Loss"
"1923",11,5,4,0,0,"Push"
"1924",8,9,0,0,0,"Loss"
"1925",8,10,0,0,0,"Push"
"1926",3,8,7,0,0,"Win"
"1927",3,10,0,10,0,"Loss"
"1928",2,4,10,0,0,"Loss"
"1929",3,8,8,0,0,"Win"
"1930",8,10,0,0,0,"Loss"
"1931",8,2,9,0,0,"Loss"
"1932",11,7,0,0,0,"Win"
"1933",10,10,0,0,0,"Win"
"1934",8,3,7,0,0,"Win"
"1935",5,3,3,10,0,"Win"
"1936",10,8,0,0,0,"Win"
"1937",4,4,2,6,0,"Win"
"1938",5,6,5,0,0,"Win"
"1939",6,1,10,0,0,"Win"
"1940",3,10,0,7,0,"Push"
"1941",3,7,7,0,0,"Win"
"1942",10,10,0,0,0,"Win"
"1943",3,3,10,0,0,"Win"
"1944",8,10,0,0,0,"Loss"
"1945",11,6,2,0,0,"Loss"
"1946",7,10,0,0,0,"Win"
"1947",2,10,0,0,0,"Win"
"1948",1,6,10,0,0,"Win"
"1949",10,2,0,5,0,"Push"
"1950",3,10,0,0,0,"Loss"
"1951",5,7,0,7,0,"Loss"
"1952",10,6,0,0,0,"Loss"
"1953",3,7,3,1,10,"Loss"
"1954",10,10,0,0,0,"Win"
"1955",10,7,0,0,0,"Win"
"1956",6,4,10,0,0,"Win"
"1957",5,6,8,0,0,"Win"
"1958",9,9,0,0,0,"Win"
"1959",4,3,4,10,0,"Win"
"1960",11,5,5,0,0,"Win"
"1961",10,10,0,0,0,"Win"
"1962",2,5,11,0,0,"Win"
"1963",4,4,10,0,0,"Win"
"1964",4,8,0,1,4,"Loss"
"1965",11,10,0,0,0,"Win"
"1966",10,9,0,0,0,"Loss"
"1967",11,7,0,0,0,"Push"
"1968",3,9,0,8,0,"Win"
"1969",9,10,0,0,0,"Win"
"1970",9,7,0,9,0,"Loss"
"1971",3,5,10,0,0,"Win"
"1972",10,3,0,3,10,"Loss"
"1973",10,2,0,8,0,"Push"
"1974",4,4,11,0,0,"Loss"
"1975",9,2,9,0,0,"Loss"
"1976",2,10,0,7,0,"Win"
"1977",10,3,0,2,5,"Win"
"1978",8,10,0,0,0,"Win"
"1979",5,1,6,10,0,"Loss"
"1980",7,3,10,0,0,"Push"
"1981",4,10,0,10,0,"Loss"
"1982",11,10,0,0,0,"Win"
"1983",9,7,0,0,0,"Loss"
"1984",2,2,10,0,0,"Loss"
"1985",2,9,4,0,0,"Win"
"1986",7,5,0,8,0,"Win"
"1987",11,10,0,0,0,"Win"
"1988",3,4,4,10,0,"Push"
"1989",11,8,0,0,0,"Loss"
"1990",10,10,0,0,0,"Win"
"1991",10,7,0,0,0,"Loss"
"1992",8,9,0,0,0,"Loss"
"1993",9,10,0,0,0,"Win"
"1994",10,11,0,0,0,"Push"
"1995",3,5,10,0,0,"Win"
"1996",1,3,8,7,0,"Push"
"1997",7,4,6,0,0,"Win"
"1998",1,6,7,8,0,"Loss"
"1999",10,10,0,0,0,"Push"
"2000",5,8,0,0,0,"Win"
"2001",3,9,0,8,0,"Win"
"2002",2,10,0,3,2,"Loss"
"2003",11,9,0,0,0,"Win"
"2004",6,2,11,0,0,"Win"
"2005",2,9,1,7,0,"Win"
"2006",7,10,0,0,0,"Loss"
"2007",1,2,10,6,0,"Push"
"2008",3,5,8,0,0,"Loss"
"2009",10,2,0,6,0,"Win"
"2010",10,5,0,0,0,"Win"
"2011",6,2,6,0,0,"Loss"
"2012",10,10,0,0,0,"Win"
"2013",8,2,4,0,0,"Loss"
"2014",9,9,0,0,0,"Win"
"2015",6,10,0,5,0,"Win"
"2016",7,6,0,5,0,"Loss"
"2017",9,8,0,0,0,"Push"
"2018",4,7,5,8,0,"Loss"
"2019",10,8,0,0,0,"Win"
"2020",5,4,10,0,0,"Win"
"2021",10,3,0,10,0,"Loss"
"2022",8,8,0,1,0,"Win"
"2023",6,10,0,0,0,"Loss"
"2024",10,10,0,0,0,"Win"
"2025",9,10,0,0,0,"Push"
"2026",6,9,0,0,0,"Loss"
"2027",9,10,0,0,0,"Win"
"2028",4,9,0,5,0,"Loss"
"2029",7,8,0,10,0,"Loss"
"2030",7,10,0,0,0,"Loss"
"2031",9,3,0,0,0,"Win"
"2032",2,10,0,5,0,"Loss"
"2033",7,3,10,0,0,"Push"
"2034",4,3,8,1,7,"Loss"
"2035",9,11,0,0,0,"Win"
"2036",10,9,0,0,0,"Win"
"2037",2,10,0,1,10,"Loss"
"2038",4,8,0,10,0,"Loss"
"2039",5,10,0,8,0,"Loss"
"2040",4,8,0,6,0,"Win"
"2041",5,1,6,10,0,"Loss"
"2042",2,9,10,0,0,"Push"
"2043",10,2,0,9,0,"Push"
"2044",7,10,0,0,0,"Win"
"2045",7,9,0,2,0,"Win"
"2046",8,4,0,10,0,"Loss"
"2047",2,10,0,0,0,"Loss"
"2048",9,5,0,0,0,"Loss"
"2049",3,10,0,0,0,"Loss"
"2050",10,3,0,8,0,"Win"
"2051",3,9,0,5,0,"Loss"
"2052",5,11,2,0,0,"Loss"
"2053",5,6,10,0,0,"Win"
"2054",5,5,11,0,0,"Win"
"2055",10,2,0,10,0,"Loss"
"2056",2,8,7,0,0,"Loss"
"2057",10,5,0,0,0,"Loss"
"2058",3,3,5,7,0,"Win"
"2059",10,10,0,0,0,"Push"
"2060",4,5,5,4,0,"Loss"
"2061",4,10,0,10,0,"Loss"
"2062",6,1,10,0,0,"Loss"
"2063",7,10,0,0,0,"Loss"
"2064",3,7,10,0,0,"Win"
"2065",7,10,0,0,0,"Push"
"2066",8,7,0,2,0,"Loss"
"2067",10,2,0,7,0,"Win"
"2068",8,4,0,10,0,"Loss"
"2069",10,10,0,0,0,"Win"
"2070",11,1,5,0,0,"Loss"
"2071",3,7,10,0,0,"Push"
"2072",10,5,0,9,0,"Loss"
"2073",11,2,5,0,0,"Win"
"2074",7,4,10,0,0,"Win"
"2075",5,1,7,0,0,"Win"
"2076",8,8,0,5,0,"Win"
"2077",7,10,0,0,0,"Loss"
"2078",10,4,0,0,0,"Loss"
"2079",3,10,0,3,8,"Loss"
"2080",9,9,0,0,0,"Loss"
"2081",2,10,0,1,0,"Loss"
"2082",4,4,6,0,0,"Loss"
"2083",10,10,0,0,0,"Push"
"2084",11,10,0,0,0,"Win"
"2085",10,11,0,0,0,"Push"
"2086",3,10,0,10,0,"Loss"
"2087",10,4,0,0,0,"Loss"
"2088",3,1,10,0,0,"Win"
"2089",5,2,10,0,0,"Win"
"2090",10,4,0,0,0,"Loss"
"2091",3,11,5,0,0,"Win"
"2092",9,9,0,0,0,"Win"
"2093",10,7,0,0,0,"Win"
"2094",11,10,0,0,0,"Win"
"2095",10,4,0,0,0,"Loss"
"2096",11,10,0,0,0,"Win"
"2097",9,10,0,0,0,"Win"
"2098",2,11,3,10,0,"Loss"
"2099",2,10,0,10,0,"Loss"
"2100",9,9,0,0,0,"Loss"
"2101",10,10,0,0,0,"Win"
"2102",3,8,3,0,0,"Win"
"2103",8,7,0,0,0,"Loss"
"2104",7,11,0,0,0,"Win"
"2105",10,5,0,10,0,"Loss"
"2106",9,9,0,0,0,"Loss"
"2107",10,3,0,8,0,"Win"
"2108",7,2,10,0,0,"Win"
"2109",10,3,0,0,0,"Win"
"2110",9,10,0,0,0,"Win"
"2111",10,10,0,0,0,"Win"
"2112",9,10,0,0,0,"Loss"
"2113",10,5,0,0,0,"Win"
"2114",10,10,0,0,0,"Loss"
"2115",9,10,0,0,0,"Win"
"2116",10,6,0,4,0,"Push"
"2117",6,10,0,7,0,"Loss"
"2118",8,9,0,0,0,"Loss"
"2119",6,6,0,2,10,"Loss"
"2120",7,10,0,0,0,"Win"
"2121",11,5,4,0,0,"Win"
"2122",5,10,0,10,0,"Loss"
"2123",7,10,0,0,0,"Loss"
"2124",3,6,2,10,0,"Push"
"2125",1,2,10,2,1,"Win"
"2126",6,10,0,0,0,"Loss"
"2127",3,7,7,0,0,"Win"
"2128",10,10,0,0,0,"Win"
"2129",10,4,0,0,0,"Loss"
"2130",4,9,0,1,2,"Loss"
"2131",1,4,10,10,0,"Loss"
"2132",9,4,0,10,0,"Loss"
"2133",10,4,0,4,0,"Win"
"2134",7,10,0,0,0,"Loss"
"2135",10,10,0,0,0,"Win"
"2136",10,10,0,0,0,"Win"
"2137",7,10,0,0,0,"Push"
"2138",2,10,0,1,5,"Win"
"2139",5,9,0,7,0,"Win"
"2140",4,8,0,7,0,"Loss"
"2141",3,5,2,2,9,"Win"
"2142",10,2,0,0,0,"Loss"
"2143",10,7,0,0,0,"Loss"
"2144",10,10,0,0,0,"Loss"
"2145",6,9,0,0,0,"Loss"
"2146",6,6,0,10,0,"Loss"
"2147",6,10,0,3,0,"Loss"
"2148",10,10,0,0,0,"Win"
"2149",3,6,10,0,0,"Push"
"2150",10,10,0,0,0,"Win"
"2151",2,6,11,0,0,"Loss"
"2152",5,9,0,7,0,"Win"
"2153",10,9,0,0,0,"Win"
"2154",10,10,0,0,0,"Loss"
"2155",4,5,5,0,0,"Loss"
"2156",4,4,10,0,0,"Loss"
"2157",10,4,0,0,0,"Loss"
"2158",10,4,0,0,0,"Win"
"2159",7,4,3,7,0,"Win"
"2160",7,10,0,0,0,"Loss"
"2161",2,4,7,0,0,"Win"
"2162",10,11,0,0,0,"Win"
"2163",3,10,0,0,0,"Loss"
"2164",2,10,0,10,0,"Loss"
"2165",6,5,1,4,9,"Loss"
"2166",10,11,0,0,0,"Win"
"2167",10,9,0,0,0,"Win"
"2168",7,8,0,1,10,"Loss"
"2169",10,9,0,0,0,"Win"
"2170",10,5,0,8,0,"Loss"
"2171",6,10,0,5,0,"Win"
"2172",10,7,0,0,0,"Win"
"2173",4,3,4,10,0,"Push"
"2174",3,11,2,0,0,"Win"
"2175",10,10,0,0,0,"Win"
"2176",10,7,0,0,0,"Push"
"2177",4,5,10,0,0,"Win"
"2178",5,7,0,7,0,"Loss"
"2179",10,3,0,1,8,"Loss"
"2180",10,7,0,0,0,"Loss"
"2181",11,10,0,0,0,"Win"
"2182",10,10,0,0,0,"Win"
"2183",1,5,10,7,0,"Loss"
"2184",8,2,2,10,0,"Loss"
"2185",5,5,4,0,0,"Win"
"2186",10,5,0,0,0,"Loss"
"2187",5,7,0,4,7,"Loss"
"2188",10,2,0,0,0,"Loss"
"2189",5,9,0,0,0,"Loss"
"2190",3,10,0,10,0,"Loss"
"2191",5,10,0,8,0,"Loss"
"2192",3,6,10,0,0,"Win"
"2193",6,3,4,3,10,"Loss"
"2194",2,9,7,0,0,"Win"
"2195",3,2,3,10,0,"Win"
"2196",3,4,10,0,0,"Win"
"2197",7,10,0,0,0,"Push"
